,"x	1",,,,,,,,,,,,,
WebbyshtGoTSNew,1,,,,,,,,,,,,,
WebbyshtGoTSSend,2,,,,,,,,,,,,,
WebbyshtGoTSWHAT,1,,,,,,,,,,,,,
WebbyshtGoTSyou,1,,,,,,,,,,,,,
WebbyshtHappy,1,,,,,,,,,,,,,
WebbyshtHas,1,,,,,,,,,,,,,
WebbyshtHouse,3,,,,,,,,,,,,,
WebbyshtIf,1,,,,,,,,,,,,,
WebbyshtIs,2,,,,,,,,,,,,,
WebbyshtJoin,1,,,,,,,,,,,,,
WebbyshtJon,4,,,,,,,,,,,,,
WebbyshtLa,1,,,,,,,,,,,,,
WebbyshtLets,3,,,,,,,,,,,,,
WebbyshtMark,1,,,,,,,,,,,,,
WebbyshtMoon,1,,,,,,,,,,,,,
WebbyshtMy,1,,,,,,,,,,,,,
WebbyshtNOW,2,,,,,,,,,,,,,
WebbyshtNew,2,,,,,,,,,,,,,
WebbyshtO,1,,,,,,,,,,,,,
WebbyshtPor,1,,,,,,,,,,,,,
WebbyshtQuiet,1,,,,,,,,,,,,,
WebbyshtRiverdaleNo,6,,,,,,,,,,,,,
WebbyshtSamantha,1,,,,,,,,,,,,,
WebbyshtSend,129,,,,,,,,,,,,,
WebbyshtTe,1,,,,,,,,,,,,,
WebbyshtThe,2,,,,,,,,,,,,,
WebbyshtTheres,2,,,,,,,,,,,,,
WebbyshtThis,2,,,,,,,,,,,,,
WebbyshtVOTD,1,,,,,,,,,,,,,
WebbyshtView,1,,,,,,,,,,,,,
WebbyshtWe,2,,,,,,,,,,,,,
WebbyshtWellthis,1,,,,,,,,,,,,,
WebbyshtWhen,1,,,,,,,,,,,,,
WebbyshtWhich,1,,,,,,,,,,,,,
WebbyshtWomanCrushWednesday,1,,,,,,,,,,,,,
Webbyshtamreading,1,,,,,,,,,,,,,
Webbyshtand,1,,,,,,,,,,,,,
WebbyshtgameofthronesseasonI,1,,,,,,,,,,,,,
Webbyshtgive,1,,,,,,,,,,,,,
Webbyshthas,1,,,,,,,,,,,,,
Webbyshtidk,1,,,,,,,,,,,,,
Webbyshtminha,1,,,,,,,,,,,,,
Webbyshtsend,1,,,,,,,,,,,,,
Webbyshtstorylines,1,,,,,,,,,,,,,
Webbyshttes,1,,,,,,,,,,,,,
Webbyshtthe,1,,,,,,,,,,,,,
Wedding,3,,,,,,,,,,,,,
Wednesday,1,,,,,,,,,,,,,
WednesdayWisdom,4,,,,,,,,,,,,,
Wednesdayat,3,,,,,,,,,,,,,
WednesdaysGAME,1,,,,,,,,,,,,,
WeeksThis,1,,,,,,,,,,,,,
WeeksYa,1,,,,,,,,,,,,,
Weiss,13,,,,,,,,,,,,,
Welcome,1,,,,,,,,,,,,,
Well,2,,,,,,,,,,,,,
Wellthis,22,,,,,,,,,,,,,
Wen,1,,,,,,,,,,,,,
Were,3,,,,,,,,,,,,,
WesternsMap,1,,,,,,,,,,,,,
WesteroHodorHodor,1,,,,,,,,,,,,,
Westeros,57,,,,,,,,,,,,,
WesterosDuty,1,,,,,,,,,,,,,
WesterosPadre,1,,,,,,,,,,,,,
WesterosWednesday,6,,,,,,,,,,,,,
Westerosi,1,,,,,,,,,,,,,
Westworld,3,,,,,,,,,,,,,
What,22,,,,,,,,,,,,,
Whats,1,,,,,,,,,,,,,
Whatsapp,3,,,,,,,,,,,,,
WhatsappGameofThrones,3,,,,,,,,,,,,,
Whatsappatividadesde,1,,,,,,,,,,,,,
When,12,,,,,,,,,,,,,
Whenbecomes,1,,,,,,,,,,,,,
Where,3,,,,,,,,,,,,,
Which,4,,,,,,,,,,,,,
White,11,,,,,,,,,,,,,
WhiteSox,1,,,,,,,,,,,,,
Who,7,,,,,,,,,,,,,
WhoooooooTraining,1,,,,,,,,,,,,,
Why,9,,,,,,,,,,,,,
WiC,6,,,,,,,,,,,,,
WikiFandom,1,,,,,,,,,,,,,
WikiaVIENS,1,,,,,,,,,,,,,
Wild,1,,,,,,,,,,,,,
Wildings,1,,,,,,,,,,,,,
Wildling,1,,,,,,,,,,,,,
WildlingsNo,1,,,,,,,,,,,,,
Will,6,,,,,,,,,,,,,
Williams,15,,,,,,,,,,,,,
WilliamsFAV,1,,,,,,,,,,,,,
Williamswas,1,,,,,,,,,,,,,
Win,1,,,,,,,,,,,,,
Wind,4,,,,,,,,,,,,,
Winds,8,,,,,,,,,,,,,
WindsofWinter,1,,,,,,,,,,,,,
Windy,1,,,,,,,,,,,,,
Wing,2,,,,,,,,,,,,,
Wingless,1,,,,,,,,,,,,,
Winter,18,,,,,,,,,,,,,
WinterBottleFlipChallenge,1,,,,,,,,,,,,,
WinterIYes,1,,,,,,,,,,,,,
WinterIsCVisitfor,1,,,,,,,,,,,,,
WinterIsComing,4,,,,,,,,,,,,,
WinterIsComingGameofThrones,1,,,,,,,,,,,,,
WinterIsHereThe,1,,,,,,,,,,,,,
WinterSend,1,,,,,,,,,,,,,
WinterWater,1,,,,,,,,,,,,,
WinterfelWellthis,1,,,,,,,,,,,,,
Winterfell,4,,,,,,,,,,,,,
WinterfellTShirt,2,,,,,,,,,,,,,
Winterfellminute,2,,,,,,,,,,,,,
Winterffel,1,,,,,,,,,,,,,
Wintergameofthrones,2,,,,,,,,,,,,,
Winteriscoming,2,,,,,,,,,,,,,
WishList,2,,,,,,,,,,,,,
With,8,,,,,,,,,,,,,
Wolf,3,,,,,,,,,,,,,
Woman,1,,,,,,,,,,,,,
WomanCrushWednesday,1,,,,,,,,,,,,,
Women,1,,,,,,,,,,,,,
WomenRock,1,,,,,,,,,,,,,
Womens,2,,,,,,,,,,,,,
Wonderful,3,,,,,,,,,,,,,
Wood,2,,,,,,,,,,,,,
Woodyjowskim,1,,,,,,,,,,,,,
Words,3,,,,,,,,,,,,,
Work,2,,,,,,,,,,,,,
WorkGameOfThronesOh,1,,,,,,,,,,,,,
WorkGoTSDarthVader,1,,,,,,,,,,,,,
WorkinMoms,2,,,,,,,,,,,,,
World,2,,,,,,,,,,,,,
Worm,4,,,,,,,,,,,,,
Worst,1,,,,,,,,,,,,,
Would,2,,,,,,,,,,,,,
Woven,1,,,,,,,,,,,,,
Wow,1,,,,,,,,,,,,,
Wowincrediblegameofthroneslive,1,,,,,,,,,,,,,
Wtf,1,,,,,,,,,,,,,
X,1,,,,,,,,,,,,,
XXI,1,,,,,,,,,,,,,
XboxOne,1,,,,,,,,,,,,,
Y,6,,,,,,,,,,,,,
YA,1,,,,,,,,,,,,,
YESS,1,,,,,,,,,,,,,
YGRITTEREPLACEMENT,2,,,,,,,,,,,,,
YOU,3,,,,,,,,,,,,,
Ya,4,,,,,,,,,,,,,
Yara,3,,,,,,,,,,,,,
Yassi,4,,,,,,,,,,,,,
YassiPressmanPinoy,5,,,,,,,,,,,,,
Yeahgameofthrones,2,,,,,,,,,,,,,
Yes,1,,,,,,,,,,,,,
Ygritte,36,,,,,,,,,,,,,
Yl,1,,,,,,,,,,,,,
YouGameOfThrones,1,,,,,,,,,,,,,
YouKnowNothingJonSnow,1,,,,,,,,,,,,,
YouTube,1,,,,,,,,,,,,,
YouTubeasoiaf,2,,,,,,,,,,,,,
Youll,2,,,,,,,,,,,,,
Your,2,,,,,,,,,,,,,
YourNewBooks,1,,,,,,,,,,,,,
YourTimeIsNow,1,,,,,,,,,,,,,
Youre,1,,,,,,,,,,,,,
Yoyou,1,,,,,,,,,,,,,
YupFor,1,,,,,,,,,,,,,
ZarautzGame,1,,,,,,,,,,,,,
ZigZag,1,,,,,,,,,,,,,
Zip,2,,,,,,,,,,,,,
Zombie,1,,,,,,,,,,,,,
ZombieJesus,1,,,,,,,,,,,,,
Zuk,2,,,,,,,,,,,,,
aAmazinggameofthrones,1,,,,,,,,,,,,,
aGameofThrones,1,,,,,,,,,,,,,
aHappy,1,,,,,,,,,,,,,
aWhat,1,,,,,,,,,,,,,
aandfan,1,,,,,,,,,,,,,
abandoning,1,,,,,,,,,,,,,
able,1,,,,,,,,,,,,,
about,71,,,,,,,,,,,,,
aboutReasons,1,,,,,,,,,,,,,
abril,1,,,,,,,,,,,,,
absolutely,1,,,,,,,,,,,,,
abuela,1,,,,,,,,,,,,,
ac,2,,,,,,,,,,,,,
acabei,1,,,,,,,,,,,,,
accent,2,,,,,,,,,,,,,
access,3,,,,,,,,,,,,,
accin,1,,,,,,,,,,,,,
accompany,1,,,,,,,,,,,,,
accurate,2,,,,,,,,,,,,,
acerca,1,,,,,,,,,,,,,
acesso,1,,,,,,,,,,,,,
acha,2,,,,,,,,,,,,,
acontece,1,,,,,,,,,,,,,
acquisto,1,,,,,,,,,,,,,
act,3,,,,,,,,,,,,,
acting,2,,,,,,,,,,,,,
action,2,,,,,,,,,,,,,
actionGameofThroneWhen,1,,,,,,,,,,,,,
actively,1,,,,,,,,,,,,,
actor,22,,,,,,,,,,,,,
actores,1,,,,,,,,,,,,,
actress,1,,,,,,,,,,,,,
actual,2,,,,,,,,,,,,,
actually,3,,,,,,,,,,,,,
acuerdo,1,,,,,,,,,,,,,
ad,7,,,,,,,,,,,,,
adaption,1,,,,,,,,,,,,,
added,1,,,,,,,,,,,,,
addicted,1,,,,,,,,,,,,,
addicting,1,,,,,,,,,,,,,
addiction,3,,,,,,,,,,,,,
addictionWellthis,1,,,,,,,,,,,,,
additions,1,,,,,,,,,,,,,
admired,1,,,,,,,,,,,,,
adrenalinaThen,1,,,,,,,,,,,,,
adventure,1,,,,,,,,,,,,,
advertising,2,,,,,,,,,,,,,
advertisingGameOfThronesSend,1,,,,,,,,,,,,,
af,1,,,,,,,,,,,,,
afectarGameOfThronesSend,1,,,,,,,,,,,,,
afraid,2,,,,,,,,,,,,,
after,10,,,,,,,,,,,,,
again,5,,,,,,,,,,,,,
againGoTSWhy,1,,,,,,,,,,,,,
age,2,,,,,,,,,,,,,
ageaceleb,1,,,,,,,,,,,,,
agencies,2,,,,,,,,,,,,,
agendaI,1,,,,,,,,,,,,,
agent,1,,,,,,,,,,,,,
agesSigh,1,,,,,,,,,,,,,
agirlisnoone,1,,,,,,,,,,,,,
agli,4,,,,,,,,,,,,,
ago,2,,,,,,,,,,,,,
agoEven,1,,,,,,,,,,,,,
agora,6,,,,,,,,,,,,,
agree,2,,,,,,,,,,,,,
agresin,2,,,,,,,,,,,,,
ah,1,,,,,,,,,,,,,
ahh,1,,,,,,,,,,,,,
ahora,2,,,,,,,,,,,,,
aider,1,,,,,,,,,,,,,
aint,1,,,,,,,,,,,,,
air,2,,,,,,,,,,,,,
airOffff,1,,,,,,,,,,,,,
airing,1,,,,,,,,,,,,,
airs,2,,,,,,,,,,,,,
aka,17,,,,,,,,,,,,,
al,11,,,,,,,,,,,,,
alabama,1,,,,,,,,,,,,,
alarma,1,,,,,,,,,,,,,
albumsTaken,1,,,,,,,,,,,,,
aldTYO,1,,,,,,,,,,,,,
aldel,1,,,,,,,,,,,,,
algo,1,,,,,,,,,,,,,
algum,1,,,,,,,,,,,,,
algumas,1,,,,,,,,,,,,,
alittlelateGameOfThrones,1,,,,,,,,,,,,,
alive,2,,,,,,,,,,,,,
allPlease,1,,,,,,,,,,,,,
allegianceFind,1,,,,,,,,,,,,,
allegianceVote,3,,,,,,,,,,,,,
allem,1,,,,,,,,,,,,,
allowed,1,,,,,,,,,,,,,
allowing,1,,,,,,,,,,,,,
allseasons,1,,,,,,,,,,,,,
almighty,1,,,,,,,,,,,,,
almost,4,,,,,,,,,,,,,
alongsidein,2,,,,,,,,,,,,,
alpolitics,1,,,,,,,,,,,,,
already,4,,,,,,,,,,,,,
alreadyLeon,1,,,,,,,,,,,,,
alreadystorylines,1,,,,,,,,,,,,,
alrightTopGame,1,,,,,,,,,,,,,
als,6,,,,,,,,,,,,,
also,9,,,,,,,,,,,,,
aluminum,1,,,,,,,,,,,,,
always,12,,,,,,,,,,,,,
alwayshavefunPartiu,1,,,,,,,,,,,,,
alwayssunny,2,,,,,,,,,,,,,
amazinYou,1,,,,,,,,,,,,,
amazing,5,,,,,,,,,,,,,
amazingGoTSNathalie,1,,,,,,,,,,,,,
amazingfabulous,1,,,,,,,,,,,,,
amazingshow,1,,,,,,,,,,,,,
amazingtvNationalSiblingsDay,1,,,,,,,,,,,,,
ambientMoon,1,,,,,,,,,,,,,
ambitionhtt,1,,,,,,,,,,,,,
ambitious,1,,,,,,,,,,,,,
amgoddessworship,1,,,,,,,,,,,,,
amgoddessworshipSend,1,,,,,,,,,,,,,
amigo,1,,,,,,,,,,,,,
amigos,3,,,,,,,,,,,,,
amoGameofThronesPrincess,1,,,,,,,,,,,,,
among,2,,,,,,,,,,,,,
amor,4,,,,,,,,,,,,,
amortttt,2,,,,,,,,,,,,,
amorzinhoassiste,1,,,,,,,,,,,,,
analogy,1,,,,,,,,,,,,,
anche,1,,,,,,,,,,,,,
andGoTSLooks,1,,,,,,,,,,,,,
andOur,1,,,,,,,,,,,,,
andThe,1,,,,,,,,,,,,,
andTheWhitePrincess,1,,,,,,,,,,,,,
andalso,1,,,,,,,,,,,,,
andas,1,,,,,,,,,,,,,
andfor,3,,,,,,,,,,,,,
andfromare,1,,,,,,,,,,,,,
andsaw,1,,,,,,,,,,,,,
andup,1,,,,,,,,,,,,,
andwantsback,3,,,,,,,,,,,,,
anger,5,,,,,,,,,,,,,
angry,1,,,,,,,,,,,,,
animation,1,,,,,,,,,,,,,
anlatm,1,,,,,,,,,,,,,
anniWiredWireditGameofThrones,1,,,,,,,,,,,,,
annonc,1,,,,,,,,,,,,,
announces,2,,,,,,,,,,,,,
ano,1,,,,,,,,,,,,,
another,3,,,,,,,,,,,,,
answer,1,,,,,,,,,,,,,
antes,3,,,,,,,,,,,,,
antibioticsOuaisMark,1,,,,,,,,,,,,,
antics,1,,,,,,,,,,,,,
anumber,1,,,,,,,,,,,,,
anuncia,1,,,,,,,,,,,,,
any,9,,,,,,,,,,,,,
anymore,2,,,,,,,,,,,,,
anyone,4,,,,,,,,,,,,,
anything,1,,,,,,,,,,,,,
ao,5,,,,,,,,,,,,,
aos,1,,,,,,,,,,,,,
apart,3,,,,,,,,,,,,,
app,3,,,,,,,,,,,,,
appeal,5,,,,,,,,,,,,,
appealed,1,,,,,,,,,,,,,
appearance,1,,,,,,,,,,,,,
applies,3,,,,,,,,,,,,,
appreciate,1,,,,,,,,,,,,,
approaching,1,,,,,,,,,,,,,
appropriate,1,,,,,,,,,,,,,
appropriately,1,,,,,,,,,,,,,
apromo,1,,,,,,,,,,,,,
apronsgameofthrones,5,,,,,,,,,,,,,
aqu,2,,,,,,,,,,,,,
aquaman,1,,,,,,,,,,,,,
aqui,2,,,,,,,,,,,,,
aquire,1,,,,,,,,,,,,,
arakh,1,,,,,,,,,,,,,
arch,2,,,,,,,,,,,,,
archery,1,,,,,,,,,,,,,
arcosplay,1,,,,,,,,,,,,,
arde,3,,,,,,,,,,,,,
areas,2,,,,,,,,,,,,,
arent,7,,,,,,,,,,,,,
arkadalarGameofThronesyes,1,,,,,,,,,,,,,
arming,2,,,,,,,,,,,,,
armor,8,,,,,,,,,,,,,
arrivando,2,,,,,,,,,,,,,
arrivant,1,,,,,,,,,,,,,
arrivare,1,,,,,,,,,,,,,
arrived,1,,,,,,,,,,,,,
arrow,1,,,,,,,,,,,,,
arrows,1,,,,,,,,,,,,,
art,8,,,,,,,,,,,,,
artGameOfThrones,1,,,,,,,,,,,,,
arthttp,1,,,,,,,,,,,,,
artigianale,1,,,,,,,,,,,,,
artikUnbowed,1,,,,,,,,,,,,,
artisanal,1,,,,,,,,,,,,,
artist,1,,,,,,,,,,,,,
artk,2,,,,,,,,,,,,,
artkBaahubali,1,,,,,,,,,,,,,
artshare,1,,,,,,,,,,,,,
artwork,3,,,,,,,,,,,,,
arya,6,,,,,,,,,,,,,
aryaGame,1,,,,,,,,,,,,,
aryastark,3,,,,,,,,,,,,,
ashamed,1,,,,,,,,,,,,,
ask,1,,,,,,,,,,,,,
askJust,1,,,,,,,,,,,,,
askme,1,,,,,,,,,,,,,
asks,2,,,,,,,,,,,,,
asociacin,1,,,,,,,,,,,,,
asoiaf,6,,,,,,,,,,,,,
asoiafCant,1,,,,,,,,,,,,,
asoiafCongratulations,1,,,,,,,,,,,,,
asoiafGeorge,1,,,,,,,,,,,,,
asoiafRiverdaleNo,1,,,,,,,,,,,,,
asongoficeandfire,2,,,,,,,,,,,,,
aspirationHappy,1,,,,,,,,,,,,,
aspirationbusinessinsiderstorylines,1,,,,,,,,,,,,,
ass,3,,,,,,,,,,,,,
assinar,1,,,,,,,,,,,,,
assiste,1,,,,,,,,,,,,,
assistir,1,,,,,,,,,,,,,
assumit,2,,,,,,,,,,,,,
ast,1,,,,,,,,,,,,,
atGoT,1,,,,,,,,,,,,,
atHoboken,3,,,,,,,,,,,,,
atNYC,2,,,,,,,,,,,,,
atZionsville,3,,,,,,,,,,,,,
atividade,1,,,,,,,,,,,,,
atividadeDana,1,,,,,,,,,,,,,
atomic,1,,,,,,,,,,,,,
atpm,1,,,,,,,,,,,,,
attached,2,,,,,,,,,,,,,
attended,1,,,,,,,,,,,,,
atthis,4,,,,,,,,,,,,,
attract,1,,,,,,,,,,,,,
attractandretain,1,,,,,,,,,,,,,
atwhy,1,,,,,,,,,,,,,
au,18,,,,,,,,,,,,,
auavectotoro,2,,,,,,,,,,,,,
auch,3,,,,,,,,,,,,,
audience,1,,,,,,,,,,,,,
audiences,6,,,,,,,,,,,,,
audiobook,1,,,,,,,,,,,,,
aufgefallen,1,,,,,,,,,,,,,
aufjedenfall,1,,,,,,,,,,,,,
aussi,3,,,,,,,,,,,,,
author,21,,,,,,,,,,,,,
autographed,4,,,,,,,,,,,,,
autographedx,2,,,,,,,,,,,,,
aux,2,,,,,,,,,,,,,
av,1,,,,,,,,,,,,,
ava,8,,,,,,,,,,,,,
avec,6,,,,,,,,,,,,,
avez,1,,,,,,,,,,,,,
avideoPiratesOfTheCaribbeanGameOfThrones,1,,,,,,,,,,,,,
avideoPiratesOftheCaribbeanGameOfThrones,1,,,,,,,,,,,,,
avocado,18,,,,,,,,,,,,,
avoid,1,,,,,,,,,,,,,
award,2,,,,,,,,,,,,,
away,4,,,,,,,,,,,,,
awesome,5,,,,,,,,,,,,,
awesomenessgameofthrones,6,,,,,,,,,,,,,
awful,2,,,,,,,,,,,,,
aydeme,1,,,,,,,,,,,,,
ayear,1,,,,,,,,,,,,,
ayyy,1,,,,,,,,,,,,,
b,1,,,,,,,,,,,,,
bUnforgettable,1,,,,,,,,,,,,,
baby,2,,,,,,,,,,,,,
back,32,,,,,,,,,,,,,
backWey,1,,,,,,,,,,,,,
backed,1,,,,,,,,,,,,,
backfor,1,,,,,,,,,,,,,
background,1,,,,,,,,,,,,,
bad,25,,,,,,,,,,,,,
badWinter,2,,,,,,,,,,,,,
badass,3,,,,,,,,,,,,,
badlands,1,,,,,,,,,,,,,
bag,8,,,,,,,,,,,,,
bagbox,1,,,,,,,,,,,,,
bagpipes,2,,,,,,,,,,,,,
bagswoodbox,1,,,,,,,,,,,,,
bai,2,,,,,,,,,,,,,
bakit,1,,,,,,,,,,,,,
balaman,1,,,,,,,,,,,,,
balayacak,1,,,,,,,,,,,,,
banana,1,,,,,,,,,,,,,
bande,1,,,,,,,,,,,,,
bandeannonce,1,,,,,,,,,,,,,
bandeira,1,,,,,,,,,,,,,
bank,1,,,,,,,,,,,,,
banker,1,,,,,,,,,,,,,
banner,1,,,,,,,,,,,,,
bannersRobb,2,,,,,,,,,,,,,
bar,4,,,,,,,,,,,,,
bardziej,1,,,,,,,,,,,,,
basically,1,,,,,,,,,,,,,
bastard,2,,,,,,,,,,,,,
bastards,2,,,,,,,,,,,,,
bastardthe,1,,,,,,,,,,,,,
batalha,1,,,,,,,,,,,,,
bathroom,1,,,,,,,,,,,,,
battle,6,,,,,,,,,,,,,
battleMoon,1,,,,,,,,,,,,,
battleofthebastardsIt,1,,,,,,,,,,,,,
battleofthebastardsOfficial,1,,,,,,,,,,,,,
bbWhat,1,,,,,,,,,,,,,
bbbots,4,,,,,,,,,,,,,
bc,1,,,,,,,,,,,,,
bcher,1,,,,,,,,,,,,,
bday,1,,,,,,,,,,,,,
beard,1,,,,,,,,,,,,,
beast,1,,,,,,,,,,,,,
beat,11,,,,,,,,,,,,,
beats,1,,,,,,,,,,,,,
beautiful,4,,,,,,,,,,,,,
became,5,,,,,,,,,,,,,
because,8,,,,,,,,,,,,,
become,5,,,,,,,,,,,,,
becomeGameOfThrones,1,,,,,,,,,,,,,
becomes,1,,,,,,,,,,,,,
becoming,2,,,,,,,,,,,,,
becum,1,,,,,,,,,,,,,
bedeuten,2,,,,,,,,,,,,,
bedroom,1,,,,,,,,,,,,,
been,29,,,,,,,,,,,,,
beepisodes,1,,,,,,,,,,,,,
beerRiverdaleNo,1,,,,,,,,,,,,,
beerWell,1,,,,,,,,,,,,,
before,15,,,,,,,,,,,,,
beforeXThe,1,,,,,,,,,,,,,
befores,1,,,,,,,,,,,,,
begin,1,,,,,,,,,,,,,
beginVote,3,,,,,,,,,,,,,
beginningoftheend,4,,,,,,,,,,,,,
begins,6,,,,,,,,,,,,,
beginsGameOfThronesGameOfThrones,1,,,,,,,,,,,,,
begun,1,,,,,,,,,,,,,
behind,3,,,,,,,,,,,,,
behindthescenes,2,,,,,,,,,,,,,
bei,1,,,,,,,,,,,,,
being,2,,,,,,,,,,,,,
beingAmelie,1,,,,,,,,,,,,,
beklediin,1,,,,,,,,,,,,,
beklemedik,1,,,,,,,,,,,,,
bekliyorum,1,,,,,,,,,,,,,
belated,1,,,,,,,,,,,,,
belatedly,1,,,,,,,,,,,,,
believe,3,,,,,,,,,,,,,
believeA,1,,,,,,,,,,,,,
believes,7,,,,,,,,,,,,,
bellaen,1,,,,,,,,,,,,,
belleza,1,,,,,,,,,,,,,
belly,2,,,,,,,,,,,,,
ben,1,,,,,,,,,,,,,
bend,1,,,,,,,,,,,,,
bendiNew,1,,,,,,,,,,,,,
benditas,1,,,,,,,,,,,,,
benim,1,,,,,,,,,,,,,
beonBirthday,2,,,,,,,,,,,,,
besa,2,,,,,,,,,,,,,
beso,2,,,,,,,,,,,,,
besoin,1,,,,,,,,,,,,,
best,11,,,,,,,,,,,,,
bestClive,1,,,,,,,,,,,,,
bestInTheBusinessGoTSWellthis,1,,,,,,,,,,,,,
bet,3,,,,,,,,,,,,,
bethis,1,,,,,,,,,,,,,
better,14,,,,,,,,,,,,,
betterThese,1,,,,,,,,,,,,,
bewildered,1,,,,,,,,,,,,,
bhi,2,,,,,,,,,,,,,
bi,1,,,,,,,,,,,,,
bible,1,,,,,,,,,,,,,
bibliophile,2,,,,,,,,,,,,,
bieeen,2,,,,,,,,,,,,,
bifff,1,,,,,,,,,,,,,
big,3,,,,,,,,,,,,,
bigger,25,,,,,,,,,,,,,
biggest,7,,,,,,,,,,,,,
bij,6,,,,,,,,,,,,,
bin,2,,,,,,,,,,,,,
binCongratulations,1,,,,,,,,,,,,,
binge,5,,,,,,,,,,,,,
binges,1,,,,,,,,,,,,,
binging,1,,,,,,,,,,,,,
birth,3,,,,,,,,,,,,,
birthday,2,,,,,,,,,,,,,
birthdaycard,2,,,,,,,,,,,,,
birthdaygirl,1,,,,,,,,,,,,,
birthdaypresent,1,,,,,,,,,,,,,
bisSeasonrauskommtPrison,1,,,,,,,,,,,,,
bit,4,,,,,,,,,,,,,
bitch,2,,,,,,,,,,,,,
bitchSend,1,,,,,,,,,,,,,
bitirmi,1,,,,,,,,,,,,,
blancos,2,,,,,,,,,,,,,
blessed,1,,,,,,,,,,,,,
blinkandyoullmissit,1,,,,,,,,,,,,,
blm,1,,,,,,,,,,,,,
block,1,,,,,,,,,,,,,
blog,1,,,,,,,,,,,,,
blogGameofThronesExcelente,1,,,,,,,,,,,,,
blogGameofThronesJoining,1,,,,,,,,,,,,,
blogWellthis,1,,,,,,,,,,,,,
blogger,1,,,,,,,,,,,,,
blood,2,,,,,,,,,,,,,
blow,1,,,,,,,,,,,,,
blue,2,,,,,,,,,,,,,
blueGameofThrones,1,,,,,,,,,,,,,
bluray,1,,,,,,,,,,,,,
boa,1,,,,,,,,,,,,,
board,5,,,,,,,,,,,,,
boardCheck,38,,,,,,,,,,,,,
boarder,1,,,,,,,,,,,,,
boards,2,,,,,,,,,,,,,
body,1,,,,,,,,,,,,,
bohobyfashion,2,,,,,,,,,,,,,
bois,1,,,,,,,,,,,,,
bollix,1,,,,,,,,,,,,,
bom,2,,,,,,,,,,,,,
bongrips,1,,,,,,,,,,,,,
bonus,1,,,,,,,,,,,,,
boobies,1,,,,,,,,,,,,,
book,10,,,,,,,,,,,,,
bookTraining,1,,,,,,,,,,,,,
bookaddict,2,,,,,,,,,,,,,
bookcase,1,,,,,,,,,,,,,
booklovers,2,,,,,,,,,,,,,
books,11,,,,,,,,,,,,,
booksMusic,1,,,,,,,,,,,,,
booksWellthis,1,,,,,,,,,,,,,
bookshelf,2,,,,,,,,,,,,,
bookstop,1,,,,,,,,,,,,,
bored,4,,,,,,,,,,,,,
boring,1,,,,,,,,,,,,,
borracha,1,,,,,,,,,,,,,
bot,1,,,,,,,,,,,,,
both,1,,,,,,,,,,,,,
bottle,1,,,,,,,,,,,,,
bottom,1,,,,,,,,,,,,,
bought,1,,,,,,,,,,,,,
box,17,,,,,,,,,,,,,
boxes,3,,,,,,,,,,,,,
boxholzbox,1,,,,,,,,,,,,,
boxjewelry,1,,,,,,,,,,,,,
boxschatulle,1,,,,,,,,,,,,,
boxsschatulle,1,,,,,,,,,,,,,
boxwooden,1,,,,,,,,,,,,,
boy,2,,,,,,,,,,,,,
boyceavenue,1,,,,,,,,,,,,,
boyfriend,1,,,,,,,,,,,,,
braime,1,,,,,,,,,,,,,
braimegameofthrones,1,,,,,,,,,,,,,
brand,1,,,,,,,,,,,,,
brands,1,,,,,,,,,,,,,
brandsafety,4,,,,,,,,,,,,,
bread,1,,,,,,,,,,,,,
break,2,,,,,,,,,,,,,
breakingbad,1,,,,,,,,,,,,,
breaks,3,,,,,,,,,,,,,
breath,4,,,,,,,,,,,,,
breathefire,1,,,,,,,,,,,,,
brian,1,,,,,,,,,,,,,
briennejaime,1,,,,,,,,,,,,,
brienneoftarth,1,,,,,,,,,,,,,
brightened,1,,,,,,,,,,,,,
bring,5,,,,,,,,,,,,,
bringing,3,,,,,,,,,,,,,
brings,1,,,,,,,,,,,,,
bro,1,,,,,,,,,,,,,
broken,1,,,,,,,,,,,,,
brother,3,,,,,,,,,,,,,
brotherlolGameOfThrones,1,,,,,,,,,,,,,
broughtships,1,,,,,,,,,,,,,
brush,1,,,,,,,,,,,,,
bu,2,,,,,,,,,,,,,
buen,1,,,,,,,,,,,,,
bueno,1,,,,,,,,,,,,,
bugnSezonu,1,,,,,,,,,,,,,
build,1,,,,,,,,,,,,,
bullshitplease,1,,,,,,,,,,,,,
bunny,1,,,,,,,,,,,,,
burn,1,,,,,,,,,,,,,
burned,2,,,,,,,,,,,,,
burns,1,,,,,,,,,,,,,
business,2,,,,,,,,,,,,,
businessinsider,2,,,,,,,,,,,,,
busy,8,,,,,,,,,,,,,
buy,4,,,,,,,,,,,,,
buying,1,,,,,,,,,,,,,
byPoster,3,,,,,,,,,,,,,
byat,1,,,,,,,,,,,,,
bys,1,,,,,,,,,,,,,
byso,2,,,,,,,,,,,,,
c,1,,,,,,,,,,,,,
caballero,4,,,,,,,,,,,,,
cabeza,1,,,,,,,,,,,,,
cada,2,,,,,,,,,,,,,
cadavre,1,,,,,,,,,,,,,
cafeRandomly,1,,,,,,,,,,,,,
cagas,1,,,,,,,,,,,,,
cake,2,,,,,,,,,,,,,
cakes,1,,,,,,,,,,,,,
calabosos,3,,,,,,,,,,,,,
calendarGameOfThrones,1,,,,,,,,,,,,,
call,8,,,,,,,,,,,,,
